pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-1694 b,TOI-1694,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,3.77017900,0.00005800,-0.00006000,0,,,,,5.458,0.468,-0.792,0,0.487,0.042,-0.071,0,,,,,,,,,,,,,,,,,,1137,,,0,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,5135.00,50.00,-50.00,0,0.82,0.05,-0.05,0,0.84,0.11,-0.11,0,0.060,0.080,-0.080,0,[m/H],4.66,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h30m59.69s,97.7487104,+66d21m38.14s,66.3605956,124.6800000,0.5900000,-0.5840000,11.4460000,0.0150000,-0.0150000,9.4250000,0.0200000,-0.0200000,11.3103000,0.0005420,-0.0005420,2023-05-26,2023-01,2023-05-26
TOI-1694 c,TOI-1694,1,1,2,Radial Velocity,2023,W. M. Keck Observatory,Published Confirmed,0,<a refstr=VAN_ZANDT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...60V/abstract target=ref>Van Zandt et al. 2023</a>,389.20000000,3.90000000,-3.90000000,0,,,,,,,,,,,,,333.71983,15.89142,-15.89142,0,1.05000,0.05000,-0.05000,0,Msini,0.180000,0.048000,-0.048000,0,,,,,,,,,0,<a refstr=VAN_ZANDT_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165...60V/abstract target=ref>Van Zandt et al. 2023</a>,,5066.40,100.00,-100.00,0,,,,,0.84,0.03,-0.03,0,0.120,0.060,-0.060,0,[Fe/H],4.53,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h30m59.69s,97.7487104,+66d21m38.14s,66.3605956,124.6800000,0.5900000,-0.5840000,11.4460000,0.0150000,-0.0150000,9.4250000,0.0200000,-0.0200000,11.3103000,0.0005420,-0.0005420,2023-02-07,2023-02,2023-02-07
TOI-1736 b,TOI-1736,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MARTIOLI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231107011M/abstract target=ref>Martioli et al. 2023</a>,7.07308800,0.00000700,-0.00000700,0,0.074000,0.000900,-0.000900,0,2.440,0.180,-0.180,0,0.223,0.016,-0.016,0,12.80000,1.80000,-1.80000,0,0.04000,0.00600,-0.00600,0,Mass,0.210000,,,1,,,,,1076,39,-39,0,0,<a refstr=MARTIOLI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231107011M/abstract target=ref>Martioli et al. 2023</a>,,5807.00,46.00,-46.00,0,1.15,0.08,-0.08,0,1.08,0.04,-0.04,0,0.138,0.014,-0.014,0,[Fe/H],4.35,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h53m44.27s,43.4344615,+69d06m04.84s,69.1013450,88.9482000,0.3219000,-0.3198000,8.9530000,0.0020000,-0.0020000,7.2830000,0.0230000,-0.0230000,8.7796900,0.0001770,-0.0001770,2023-11-28,2023-11,2023-11-28
TOI-1736 b,TOI-1736,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,7.07310590,0.00002710,-0.00002710,0,,,,,2.687,0.155,-0.155,0,0.240,0.014,-0.014,0,,,,,,,,,,,,,,216.17,,,0,1068,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5656.00,122.56,-122.56,0,1.41,0.07,-0.07,0,,,,,,,,,,4.14,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h53m44.27s,43.4344615,+69d06m04.84s,69.1013450,88.9482000,0.3219000,-0.3198000,8.9530000,0.0020000,-0.0020000,7.2830000,0.0230000,-0.0230000,8.7796900,0.0001770,-0.0001770,2023-12-04,2017-07,2023-12-04
TOI-1736 c,TOI-1736,1,1,2,Radial Velocity,2023,Haute-Provence Observatory,Published Confirmed,0,<a refstr=MARTIOLI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231107011M/abstract target=ref>Martioli et al. 2023</a>,570.10000000,0.70000000,-0.70000000,0,1.381000,0.017000,-0.017000,0,,,,,,,,,2800.00000,500.00000,-200.00000,0,8.70000,1.50000,-0.60000,0,Mass,0.362000,0.003000,-0.003000,0,,,,,249,9,-9,0,0,<a refstr=MARTIOLI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231107011M/abstract target=ref>Martioli et al. 2023</a>,,5807.00,46.00,-46.00,0,1.15,0.08,-0.08,0,1.08,0.04,-0.04,0,0.138,0.014,-0.014,0,[Fe/H],4.35,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h53m44.27s,43.4344615,+69d06m04.84s,69.1013450,88.9482000,0.3219000,-0.3198000,8.9530000,0.0020000,-0.0020000,7.2830000,0.0230000,-0.0230000,8.7796900,0.0001770,-0.0001770,2023-11-28,2023-11,2023-11-28
TOI-1801 b,TOI-1801,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MALLORQU_IACUTE_N_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231010244M/abstract target=ref>Mallorqu&iacute;n et al. 2023</a>,10.64387000,0.00005000,-0.00006000,0,,,,,2.079,0.124,-0.110,0,0.186,0.011,-0.010,0,5.73800,1.45500,-1.42800,0,0.01805,0.00458,-0.00449,0,Mass,0.000000,,,0,,,,,494,15,-14,0,0,<a refstr=MALLORQU_IACUTE_N_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231010244M/abstract target=ref>Mallorqu&iacute;n et al. 2023</a>,M0.5+/-0.5 V,3863.00,77.00,-77.00,0,0.55,0.03,-0.02,0,0.56,0.04,-0.04,0,-0.190,0.040,-0.040,0,[Fe/H],4.78,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h42m18.14s,175.5755995,+23d01m37.32s,23.0270335,30.6796000,0.1677000,-0.1677000,11.5800000,0.1000000,-0.1000000,7.8050000,0.0240000,-0.0240000,10.8269000,0.0012320,-0.0012320,2023-10-21,2023-10,2023-10-21
TOI-1801 b,TOI-1801,0,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,10.64393850,0.00006870,-0.00006870,0,,,,,1.989,0.107,-0.107,0,0.177,0.010,-0.010,0,,,,,,,,,,,,,,10.73,,,0,504,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3815.00,157.00,-157.00,0,0.55,0.02,-0.02,0,,,,,,,,,,4.70,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h42m18.14s,175.5755995,+23d01m37.32s,23.0270335,30.6796000,0.1677000,-0.1677000,11.5800000,0.1000000,-0.1000000,7.8050000,0.0240000,-0.0240000,10.8269000,0.0012320,-0.0012320,2023-12-04,2017-07,2023-12-04
TOI-181 b,TOI-181,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..527M/abstract target=ref>Mistry et al. 2023</a>,4.53200000,0.00000200,-0.00000200,0,0.053900,0.004300,-0.003600,0,6.956,0.087,-0.101,0,0.634,0.008,-0.009,0,46.16870,2.71000,-7.83000,0,0.14520,0.00850,-0.02400,0,Mass,0.154300,0.060000,-0.030000,0,102.43,15.52,-14.64,0,895,32,-34,0,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..527M/abstract target=ref>Mistry et al. 2023</a>,K,4994.00,50.00,-50.00,0,0.74,0.02,-0.02,0,0.82,0.04,-0.04,0,0.272,0.080,-0.080,0,[m/H],4.61,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h28m41.41s,352.1725409,-34d29m29.08s,-34.4914099,96.2338000,0.5781000,-0.5714000,11.1910000,0.0190000,-0.0190000,9.0470000,0.0210000,-0.0210000,11.0857000,0.0007370,-0.0007370,2023-03-15,2023-05,2023-03-15
TOI-181 b,TOI-181,0,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,4.53205017,0.00000299,-0.00000299,0,,,,,7.059,0.525,-0.525,0,0.630,0.047,-0.047,0,,,,,,,,,,,,,,123.90,,,0,851,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4983.00,180.00,-180.00,0,0.81,0.06,-0.06,0,,,,,,,,,,4.61,0.32,-0.32,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h28m41.41s,352.1725409,-34d29m29.08s,-34.4914099,96.2338000,0.5781000,-0.5714000,11.1910000,0.0190000,-0.0190000,9.0470000,0.0210000,-0.0210000,11.0857000,0.0007370,-0.0007370,2022-08-08,2017-07,2022-08-08
TOI-1811 b,TOI-1811,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,3.71307650,0.00000170,-0.00000170,0,0.043890,0.000580,-0.000550,0,11.142,0.280,-0.258,0,0.994,0.025,-0.023,0,308.92921,24.15496,-24.79062,0,0.97200,0.07600,-0.07800,0,Mass,0.052000,0.062000,-0.037000,0,,,,,962,8,-8,0,0,<a refstr=RODRIGUEZ_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp..609R/abstract target=ref>Rodriguez et al. 2023</a>,,4766.00,52.00,-54.00,0,0.77,0.02,-0.02,0,0.82,0.03,-0.03,0,0.306,0.076,-0.077,0,[Fe/H],4.58,0.02,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h35m41.37s,188.9223576,+27d12m51.76s,27.2143766,128.2300000,0.7110000,-0.7040000,11.9660000,0.0570000,-0.0570000,9.6430000,0.0250000,-0.0250000,11.7574000,0.0008810,-0.0008810,2023-03-15,2023-02,2023-03-15
TOI-1811 b,TOI-1811,0,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.71307010,0.00000180,-0.00000180,0,,,,,11.722,0.818,-0.818,0,1.046,0.073,-0.073,0,,,,,,,,,,,,,,55.97,,,0,762,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4719.00,120.38,-120.38,0,0.81,0.06,-0.06,0,,,,,,,,,,4.50,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h35m41.37s,188.9223576,+27d12m51.76s,27.2143766,128.2300000,0.7110000,-0.7040000,11.9660000,0.0570000,-0.0570000,9.6430000,0.0250000,-0.0250000,11.7574000,0.0008810,-0.0008810,2022-08-08,2017-07,2022-08-08
TOI-1853 b,TOI-1853,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=NAPONIELLO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230901464N/abstract target=ref>Naponiello et al. 2023</a>,1.24362580,0.00000150,-0.00000150,0,0.021300,0.000500,-0.000500,0,3.460,0.080,-0.080,0,0.309,0.007,-0.007,0,73.20000,2.70000,-2.70000,0,0.23031,0.00850,-0.00850,0,Mass,0.030000,,,1,,,,,1479,25,-25,0,0,<a refstr=NAPONIELLO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230901464N/abstract target=ref>Naponiello et al. 2023</a>,K2.5 V,4985.00,70.00,-70.00,0,0.81,0.01,-0.01,0,0.84,0.04,-0.04,0,0.110,0.080,-0.080,0,[Fe/H],4.49,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h05m50.24s,211.4593468,+16d59m32.53s,16.9923703,165.1050000,1.0060000,-0.9940000,12.1780000,0.0280000,-0.0280000,10.0550000,0.0190000,-0.0190000,11.9474000,0.0003010,-0.0003010,2023-09-19,2023-09,2023-09-19
TOI-1853 b,TOI-1853,0,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,1.24362390,0.00000460,-0.00000460,0,,,,,3.893,0.284,-0.284,0,0.347,0.025,-0.025,0,,,,,,,,,,,,,,435.33,,,0,1272,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4968.80,107.50,-107.50,0,0.84,0.05,-0.05,0,,,,,,,,,,4.50,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h05m50.24s,211.4593468,+16d59m32.53s,16.9923703,165.1050000,1.0060000,-0.9940000,12.1780000,0.0280000,-0.0280000,10.0550000,0.0190000,-0.0190000,11.9474000,0.0003010,-0.0003010,2023-12-04,2017-07,2023-12-04
TOI-1859 b,TOI-1859,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DONG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230516495D/abstract target=ref>Dong et al. 2023</a>,63.48347000,0.00010000,-0.00010000,0,0.337000,0.044000,-0.036000,0,9.752,0.785,-0.785,0,0.870,0.070,-0.070,0,,,,,,,,,,0.570000,0.120000,-0.160000,0,,,,,,,,,0,<a refstr=DONG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230516495D/abstract target=ref>Dong et al. 2023</a>,,6341.00,68.00,-70.00,0,1.36,0.10,-0.12,0,1.29,0.06,-0.06,0,0.120,0.054,-0.056,0,[M/H],4.29,0.07,-0.07,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h39m19.62s,279.8317644,+69d31m22.34s,69.5228726,224.3850000,1.1730000,-1.1610000,10.3300000,0.0060000,-0.0060000,9.2430000,0.0150000,-0.0150000,10.2843000,0.0003480,-0.0003480,2023-06-12,2023-05,2023-06-12
TOI-1859 b,TOI-1859,0,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,63.48342430,0.00018730,-0.00018730,0,,,,,11.130,0.557,-0.557,0,0.993,0.050,-0.050,0,,,,,,,,,,,,,,11.99,,,0,518,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6415.00,131.30,-131.30,0,1.40,0.06,-0.06,0,,,,,,,,,,4.26,0.09,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h39m19.62s,279.8317644,+69d31m22.34s,69.5228726,224.3850000,1.1730000,-1.1610000,10.3300000,0.0060000,-0.0060000,9.2430000,0.0150000,-0.0150000,10.2843000,0.0003480,-0.0003480,2023-06-12,2017-07,2023-06-12
TOI-1937 A b,TOI-1937 A,0,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,0.94667870,0.00000050,-0.00000050,0,,,,,14.666,0.836,-0.836,0,1.308,0.075,-0.075,0,,,,,,,,,,,,,,1220.35,,,0,1646,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5707.00,135.90,-135.90,0,1.07,0.05,-0.05,0,,,,,,,,,,4.39,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h45m28.97s,116.3707214,-52d22m59.73s,-52.3832587,415.1350000,2.9290000,-2.8890000,13.1800000,0.1030000,-0.1030000,11.2260000,0.0210000,-0.0210000,13.0168000,0.0007410,-0.0007410,2023-12-04,2017-07,2023-12-04
TOI-1937 A b,TOI-1937 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,0.94667944,0.00000047,-0.00000047,0,0.019320,0.000350,-0.000390,0,13.978,0.661,-0.695,0,1.247,0.059,-0.062,0,638.83510,54.03083,-50.85255,0,2.01000,0.17000,-0.16000,0,Mass,0.000000,,,0,3230.00,220.00,-213.00,0,2097,35,-36,0,0,<a refstr=YEE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....1Y/abstract target=ref>Yee et al. 2023</a>,,5814.00,91.00,-93.00,0,1.08,0.03,-0.02,0,1.07,0.06,-0.06,0,0.196,0.084,-0.084,0,[Fe/H],4.40,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h45m28.97s,116.3707214,-52d22m59.73s,-52.3832587,415.1350000,2.9290000,-2.8890000,13.1800000,0.1030000,-0.1030000,11.2260000,0.0210000,-0.0210000,13.0168000,0.0007410,-0.0007410,2023-02-27,2023-03,2023-02-27
TOI-198 b,TOI-198,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,10.21520000,0.00006000,-0.00006000,0,0.100000,0.006000,-0.006000,0,1.440,0.080,-0.080,0,0.128,0.007,-0.007,0,,,,,,,,,,,,,,,,,,368,26,-26,0,0,<a refstr=ODDO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..134O/abstract target=ref>Oddo et al. 2023</a>,M0 V,3650.00,75.00,-75.00,0,0.44,0.02,-0.02,0,0.47,0.02,-0.02,0,-0.700,0.500,-0.500,0,[Fe/H],4.75,0.25,-0.25,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h09m05.16s,2.2715087,-27d07m18.28s,-27.1217452,23.7262000,0.0265500,-0.0265500,11.6880000,0.0140000,-0.0140000,7.8560000,0.0210000,-0.0210000,10.9187000,0.0006550,-0.0006550,2023-08-22,2023-03,2023-08-22
TOI-198 b,TOI-198,0,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,10.21501679,0.00005244,-0.00005244,0,,,,,1.478,0.584,-0.584,0,0.132,0.052,-0.052,0,,,,,,,,,,,,,,7.42,,,0,421,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3763.00,65.00,-65.00,0,0.45,0.01,-0.01,0,,,,,,,,,,4.84,0.12,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h09m05.16s,2.2715087,-27d07m18.28s,-27.1217452,23.7262000,0.0265500,-0.0265500,11.6880000,0.0140000,-0.0140000,7.8560000,0.0210000,-0.0210000,10.9187000,0.0006550,-0.0006550,2023-12-04,2017-07,2023-12-04
TOI-199 b,TOI-199,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HOBSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230914915H/abstract target=ref>Hobson et al. 2023</a>,104.85400000,0.00100000,-0.00200000,0,0.425400,0.002000,-0.002000,0,9.079,0.056,-0.056,0,0.810,0.005,-0.005,0,54.03083,6.35657,-6.35657,0,0.17000,0.02000,-0.02000,0,Mass,0.090000,0.010000,-0.020000,0,,,,,,,,,1,<a refstr=HOBSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230914915H/abstract target=ref>Hobson et al. 2023</a>,G9 V,5255.00,12.00,-10.00,0,0.82,0.00,0.00,0,0.94,0.00,-0.01,0,0.220,0.030,-0.030,0,[Fe/H],4.58,0.00,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h20m25.41s,80.1058735,-59d53m43.56s,-59.8954326,102.2700000,0.1910000,-0.1900000,10.7010000,0.0080000,-0.0080000,8.8140000,0.0210000,-0.0210000,10.5784000,0.0003170,-0.0003170,2023-10-09,2023-09,2023-10-09
TOI-199 b,TOI-199,0,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,104.87296350,0.00004140,-0.00004140,0,,,,,10.223,0.600,-0.600,0,0.912,0.054,-0.054,0,,,,,,,,,,,,,,2.75,,,0,358,,,0,1,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5350.00,184.00,-184.00,0,0.88,0.05,-0.05,0,,,,,,,,,,4.52,0.28,-0.28,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h20m25.41s,80.1058735,-59d53m43.56s,-59.8954326,102.2700000,0.1910000,-0.1900000,10.7010000,0.0080000,-0.0080000,8.8140000,0.0210000,-0.0210000,10.5784000,0.0003170,-0.0003170,2023-12-04,2017-07,2023-12-04
TOI-199 c,TOI-199,1,1,2,Transit Timing Variations,2023,Multiple Observatories,Published Confirmed,0,<a refstr=HOBSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230914915H/abstract target=ref>Hobson et al. 2023</a>,273.69000000,0.26000000,-0.22000000,0,0.807000,0.003000,-0.003000,0,,,,,,,,,88.99195,6.35657,-3.17828,0,0.28000,0.02000,-0.01000,0,Mass,0.096000,0.008000,-0.009000,0,,,,,,,,,0,<a refstr=HOBSON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230914915H/abstract target=ref>Hobson et al. 2023</a>,G9 V,5255.00,12.00,-10.00,0,0.82,0.00,0.00,0,0.94,0.00,-0.01,0,0.220,0.030,-0.030,0,[Fe/H],4.58,0.00,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h20m25.41s,80.1058735,-59d53m43.56s,-59.8954326,102.2700000,0.1910000,-0.1900000,10.7010000,0.0080000,-0.0080000,8.8140000,0.0210000,-0.0210000,10.5784000,0.0003170,-0.0003170,2023-10-09,2023-09,2023-10-09
